Material,Material_desc,Productos_Por_Empaque,BrandPresRet,ProdKey,Brand,Presentation,MLSize,Returnability,Pack,Size,Flavor,Container,Ncb,ProductType,ProductCategory,SegAg,SegDet,GlobalCategory,GlobalSubcategory,BrandGrouper,GlobalFlavor
14027,MX 600 ML NR 12B (4JPO4JDZ3JUV),12,JOYA 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,JOYA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,SURTIDA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,MIXTO
9057,FRUTSI NARANJA 250 ML NR 6B,6,FRUTSI 250 ML NO RETORNABLE,BEBIDAS INFANTILES,FRUTSI,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,NARANJA,PLASTICO,1,BEBIDAS INFANTILES,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,FRUTSI,NARANJA
9872,COCA-COLA SIN AZUCAR 355 ML RT VID 24B,24,COCA-COLA SIN AZUCAR 355 ML RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,12 OZ. RET,355,RETORNABLE,12 OZ.,INDIVIDUAL,COLA,VIDRIO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
3218,COCA COLA SIN AZUC 2.50 L NR PET 4,4,COCA-COLA SIN AZUCAR 2.50 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA SIN AZUCAR,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
2590,SIDRAL MUNDET 500 ML RET VD 24B,24,SIDRAL MUNDET 500 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,SIDRAL MUNDET,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,MANZANA,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
5816,VFRUT CITPUNCH 1L PNR12,12,VALLE FRUT 1.00 L NO RETORNABLE,NARANJADAS INDIVIDUAL,VALLE FRUT,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,INDIVIDUAL,CITRUS,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,CITRUS
448,FANTA FRESA 600 ML NR 24B,24,FANTA 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
5063,CIEL EXPRIM FRESA 1LTO NR PET 6B,6,CIEL EXPRIM 1.00 L NO RETORNABLE,AGUA SABORIZADA,CIEL EXPRIM,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,INDIVIDUAL,FRESA,PLASTICO,1,AGUA SABORIZADA,AGUA,AGUA SABORIZADA,AGUA SABORIZADA,AGUA,AGUA SABORIZADA,CIEL,FRESA
2751,SIDRAL MUNDET 2.5 LT NR PET 4B,4,SIDRAL MUNDET 2.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,SIDRAL MUNDET,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
2585,COCA COLA LIGHT 355M NRPET 12B,12,COCA-COLA LIGHT 355 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,12 OZ. NR PET,355,NO RETORNABLE,12 OZ.,INDIVIDUAL,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
533,CIEL 1.5 LTS NR 6B,6,CIEL AGUA PURIFICADA 1.50 L NO RETORNABLE,AGUA PURIFICADA INDIVIDUAL,CIEL AGUA PURIFICADA,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,INDIVIDUAL,AGUA,PLASTICO,1,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,CIEL,SIN SABOR
14341,SIDRAL MUNDET MANZ 2.50 L RT PET 8,8,SIDRAL MUNDET 2.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,SIDRAL MUNDET,2.5 LTS. RET PET,2500,RETORNABLE,2.5 LTS.,FAMILIAR,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
14566,COCA COLA SIN AZUC 2.00 L NR PET 2,2,COCA-COLA SIN AZUCAR 2.00 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA SIN AZUCAR,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14478,SIDRAL MUNDET MZA 500 ML  VRT 24 ETIQ,24,SIDRAL MUNDET 500 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,SIDRAL MUNDET,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,MANZANA,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
4142,ADES LACTEO COCO 946ML TPK 3,3,ADES LACTEO 946 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES LACTEO,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,COCO,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,COCO
14424,COCA COLA SIN AZUCAR 1.75 L NR PET 8,8,COCA-COLA SIN AZUCAR 1.75 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA SIN AZUCAR,1.750 LTS NR,1750,NO RETORNABLE,1.750 LTS,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14116,VALLE FRUT CITRUS 1.50 L RT PET 12,12,VALLE FRUT 1.50 L RETORNABLE,NARANJADAS FAMILIAR,VALLE FRUT,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,CITRUS,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,CITRUS
312,FANTA FRESA 250 ML NR 12B,12,FANTA 250 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
14362,SIDRAL MUN MZA-DZO 600 ML NR PET 12,12,SIDRAL MUNDET 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SIDRAL MUNDET,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,DURAZNO MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,DURAZNO MANZANA
1985,COCA-COLA LIGHT LATA 12OZ 6B,6,COCA-COLA LIGHT 355 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,COLA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9882,COCA-COLA SIN AZUCAR 355 ML NR LATA 6B,6,COCA-COLA SIN AZUCAR 355 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,COLA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
5798,SPRITE 400ML PNR 24SP,24,SPRITE 400 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SPRITE,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
14530,COSTA DESCA TO MOL 250 G NR BOL 1,1,COSTA DESCAFEINADO 250 G NO RETORNABLE,NOT_SUGGESTED,COSTA DESCAFEINADO,BOLSA 250 GR.,0,NO RETORNABLE,BOLSA 250,FAMILIAR,DESCAFEINADO TUESTE OSCURO,BOLSA,1,CAFE MOLIDO,CATEGORIAS EN EXPANSION,CAFE,CAFE,BEBIDAS EMERGENTES,BEBIDAS NO PREPARADAS,COSTA,DESCAFEINADO
14509,FANTA NARANJA 355 LATA SLEEK 6,6,FANTA 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,NARANJA,LATA SLEEK,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
17369,COCA-COLA LS 2 LTS. RET PET 8B,8,COCA-COLA 2.00 L RETORNABLE,COLAS REGULAR FAMILIAR RETORNABLE,COCA-COLA,2 LTS. RET,2000,RETORNABLE,2 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
1898,COCA-COLA 1 LT NR 6B,6,COCA-COLA 1.00 L NO RETORNABLE,COLAS REGULAR FAMILIAR NO RETORNABLE,COCA-COLA,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
779,FRESCA 3 LTS NR 6B,6,FRESCA 3.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FRESCA,3 LTS. NR,3000,NO RETORNABLE,3 LTS.,FAMILIAR,TORONJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
403,COCA-COLA 600 ML NR 6B,6,COCA-COLA 600 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14074,SCLARA LECHE ENTERA 1L TPK 12SAMP,12,SANTA CLARA ENTERA 1.00 L NO RETORNABLE,LECHE UHT REGULAR,SANTA CLARA ENTERA,1 LTRO. TETRA,1000,NO RETORNABLE,1 LITRO,FAMILIAR,LECHE ENTERA,TETRA PACK,1,LECHE UHT REGULAR,LACTEOS,LECHE,LECHE UHT REGULAR,LÁCTEOS,LECHE,SANTA CLARA,SIN SABOR
5677,CIEL MINERALIZADA 355ML LATA 24,24,CIEL MINERALIZADA 355 ML NO RETORNABLE,AGUA MINERAL INDIVIDUAL,CIEL MINERALIZADA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,AGUA MINERAL,LATA,0,AGUA MINERAL,AGUA,AGUA MINERAL,AGUA MINERAL,AGUA,AGUA MINERAL,CIEL,SIN SABOR
509,SPRITE 3 LTS NR 6B,6,SPRITE 3.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,SPRITE,3 LTS. NR,3000,NO RETORNABLE,3 LTS.,FAMILIAR,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
3386,ADES LACTEO CHOCOLATE 200ML TPK 4,4,ADES LACTEO 200 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES LACTEO,200 ML TETRA,200,NO RETORNABLE,200 ML,INDIVIDUAL,CHOCOLATE,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,CHOCOLATE
9141,VALLE FRUT NARANJADA 600 ML NR 6B,6,VALLE FRUT 600 ML NO RETORNABLE,NARANJADAS INDIVIDUAL,VALLE FRUT,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,CITRUS,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,CITRUS
14464,FANTA FRESA 2.5 L NR PET 4B,4,FANTA 2.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FANTA,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
5853,VFRUT CITPUNCH 600PNR24,24,VALLE FRUT 600 ML NO RETORNABLE,NARANJADAS INDIVIDUAL,VALLE FRUT,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,CITRUS,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,CITRUS
9883,COCA-COLA SIN AZUCAR 235 ML NR LATA 12B,12,COCA-COLA SIN AZUCAR 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
77,JOYA UVA 250 ML NR 12B,12,JOYA 250 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,JOYA,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,UVA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,UVA
9639,COCA COLA LIGHT 235ML NRV 12 MPK,12,COCA-COLA LIGHT 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,235 ML NR VID,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,VIDRIO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
2230,VITAMINWATER RESTORE 500ML NR 6B,6,GLACEAU 500 ML NO RETORNABLE,BEBIDAS ENERGETICAS,GLACEAU,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,RESTORE,PLASTICO,1,AGUA FUNCIONAL,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,AGUA,AGUA FUNCIONAL,GLACÉAU VITAMINWATER,PONCHE DE FRUTAS
9567,DEL VALLE NECTAR MANZANA 237 NR PET 6,6,DEL VALLE 237 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE,237 ML NR PET,237,NO RETORNABLE,237 ML,INDIVIDUAL,MANZANA,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANZANA
14103,MIX 355 ML LSL 8(2FANA2FAFR2FAUV2FAPI),8,FANTA 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,SURTIDA,LATA SLEEK,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,MIXTO
14233,DEL VALLE PINA 1.00 L NR PET 6,6,DEL VALLE 1.00 L NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,PIÑA,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,PIÑA
2229,VITAMINWATER POWER-C 500ML NR 6B,6,GLACEAU 500 ML NO RETORNABLE,BEBIDAS ENERGETICAS,GLACEAU,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,POWER C,PLASTICO,1,AGUA FUNCIONAL,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,AGUA,AGUA FUNCIONAL,GLACÉAU VITAMINWATER,FRUTA DE DRAGÓN
2641,TOPO CHICO SANGRIA 400 ML NR PET 12B,12,TOPO CHICO SANGRIA 400 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,TOPO CHICO SANGRIA,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,SANGRIA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,TOPO CHICO,SANGRÍA
9793,FANTA PINA 600 ML NR PET 12,12,FANTA 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,PIÑA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,PIÑA
2290,COCA COLA 400 ML NR 24 B,24,COCA-COLA 400 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
293,FRESCA 2 LTS NR 4B,4,FRESCA 2.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FRESCA,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,TORONJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
14094,SPRITE SIN AZUCAR 600 ML NR PET 12,12,SPRITE 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SPRITE SIN AZUCAR,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,LIMA LIMON,PLASTICO,0,SABORES LIGHT,REFRESCOS,SABORES,SABORES LIGHT,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
404,COCA-COLA LIGHT 600 ML NR 12B,12,COCA-COLA LIGHT 600 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9201,DEL VALLE MANGO NECTAR 250ML TPK 12B,12,DEL VALLE 250 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE,250 ML TETRA,250,NO RETORNABLE,250 ML,INDIVIDUAL,MANGO,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANGO
9804,DEL VALLE N CLARIFI MANZANA 237 NR PET 6,6,DEL VALLE 237 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE,237 ML NR PET,237,NO RETORNABLE,237 ML,INDIVIDUAL,MANZANA,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANZANA
1333,POWERADE MORAS 1 LTO NR 6B,6,POWERADE 1.00 L NO RETORNABLE,ISOTONICOS,POWERADE,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,INDIVIDUAL,MORAS,PLASTICO,1,ISOTONICOS,CATEGORIAS EN EXPANSION,ISOTONICOS,ISOTONICOS REGULAR,BEBIDAS EMERGENTES,ISOTÓNICOS,POWERADE,MORAS
9874,COCA-COLA SIN AZUCAR 355 ML NR PET 12B,12,COCA-COLA SIN AZUCAR 355 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,12 OZ. NR PET,355,NO RETORNABLE,12 OZ.,INDIVIDUAL,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9448,COCA COLA LIGHT 1.25L PNR 12,12,COCA-COLA LIGHT 1.25 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA LIGHT,1.250 LTS NR,1250,NO RETORNABLE,1.250 LTS,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
5839,FRESCA 1.75L PNR8,8,FRESCA 1.75 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FRESCA,1.750 LTS NR,1750,NO RETORNABLE,1.750 LTS,FAMILIAR,TORONJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
793,FANTA NARANJA 1 LTO NR 6B,6,FANTA 1.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FANTA,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,NARANJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
9213,DEL VALLE ANTI-OX ARANDANO 1L NR 6B,6,DEL VALLE RESERVA 1.00 L NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE RESERVA,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,ARANDANO,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,ARÁNDANO
4395,SCLARA HFRESA 250 ML NR PET 6,6,SANTA CLARA SABORIZADA 250 ML NO RETORNABLE,LECHE UHT SABORIZADA,SANTA CLARA SABORIZADA,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,FRESA,PLASTICO,1,LECHE UHT SABORIZADA,LACTEOS,LECHE,LECHE UHT SABORIZADA,LÁCTEOS,LECHE SABORIZADA,SANTA CLARA,FRESA
14438,DEL VALLE DURAZNO 400ML NR PET 6,6,DEL VALLE 400 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,DURAZNO,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,DURAZNO
9463,CIEL EXPRIM LIMON 1.5 LTS NR 6B,6,CIEL EXPRIM 1.50 L NO RETORNABLE,AGUA SABORIZADA,CIEL EXPRIM,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,INDIVIDUAL,LIMON,PLASTICO,1,AGUA SABORIZADA,AGUA,AGUA SABORIZADA,AGUA SABORIZADA,AGUA,AGUA SABORIZADA,CIEL,LIMÓN
14259,T CH HARD S PINA T 355ML NR LAT 6,6,TOPO CHICO HARD SELTZER 355 ML NO RETORNABLE,BEBIDAS CON ALCOHOL,TOPO CHICO HARD SELTZER,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,PIÑA TROPICAL,LATA,0,BEBIDA ALCOHOLICA,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,FABS,HARD SELTZER,TOPO CHICO,PIÑA TROPICAL
759,DELAWARE PUNCH 250 ML NR 12B,12,DELAWARE PUNCH 250 ML NO RETORNABLE,BEBIDAS REFRESCANTES,DELAWARE PUNCH,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,UVA,PLASTICO,1,BEBIDAS REFRESCANTES,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS REFRESCANTES,DELAWARE PUNCH,UVA
4652,JOYA DURAZNO 1.50 L NR PET 4,4,JOYA 1.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,JOYA,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,DURAZNO,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,DURAZNO
14299,MIX 1.00 L PNR 6 (DV3MANGO3MANZANA),6,DEL VALLE 1.00 L NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE,1 LTS NR PET,1000,NO RETORNABLE,1 LITRO,FAMILIAR,SURTIDA,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MIXTO
4643,SCLARA HCHOCOLATE 200ML TPK 4B,4,SANTA CLARA SABORIZADA 200 ML NO RETORNABLE,LECHE UHT SABORIZADA,SANTA CLARA SABORIZADA,200 ML TETRA,200,NO RETORNABLE,200 ML,INDIVIDUAL,CHOCOLATE,TETRA PACK,1,LECHE UHT SABORIZADA,LACTEOS,LECHE,LECHE UHT SABORIZADA,LÁCTEOS,LECHE SABORIZADA,SANTA CLARA,CHOCOLATE
2679,FUZE TEA DURAZNO 600 ML NR 6B,6,FUZE TEA 600 ML NO RETORNABLE,TE,FUZE TEA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,DURAZNO,PLASTICO,1,TE,CATEGORIAS EN EXPANSION,TE,TE REGULAR,BEBIDAS EMERGENTES,TÉ LISTO PARA BEBER,FUZE TEA,DURAZNO
